query,title,url,source,published_date,collected_at,search_intent,is_state_and_cities,is_noise,row_type,real_url
phone call scam Arunachal Pradesh,Arunachal: Tezu Youth Found Dead in Andhra Pradesh - Arunachal24,https://news.google.com/rss/articles/CBMifkFVX3lxTE40SUF2Ni1OMFhORnZZdGU3YWJTT1ZVTVZOZEVZRWdQQVZ1WGJYYXZFeERrYXRzX21WclZvX3VWQTJYX05RM0JrUUdlNGRkanRQSWtRakJqU29JQ250d0FZbzdUMFc0Nk5lR2d0ZVN4a3dvdGk4bU5yOWJldFZ6UQ?oc=5,Arunachal24,"Sun, 12 Apr 2026 07:00:00 GMT",2026-06-14T19:58:02.862440,vishing,True,False,candidate,https://arunachal24.in/arunachal-tezu-youth-found-dead-in-andhra-pradesh/
phone call scam Arunachal Pradesh,Tenzin Yangki Becomes First Female IPS Officer from Arunachal Pradesh - Guwahati Plus News,https://news.google.com/rss/articles/CBMipwFBVV95cUxOWWxFekZQaTdFVEpObjRmdkx3UnJMbUp6Y1JmaVJvTzZaY19XV2FKdnlGVTQtRDF2V3UwRUxyU2l3Nm03MGpzMmlqa200R1RhX05PMTkxLVI4dHh0dUZpNVY5amdROVJ4aG5JNll2cWFrbEFxNFpjcXZqaWhObXRKMDNScW96ZlZja1NydW95bzFWaE5Dam9KclZDNEZhRm1OR2FUZEt1QQ?oc=5,Guwahati Plus News,"Thu, 30 Oct 2025 07:00:00 GMT",2026-06-14T19:58:02.862950,vishing,True,False,candidate,https://guwahatiplus.com/northeast/tenzin-yangki-becomes-first-female-ips-officer-from-arunachal-pradesh
fake call fraud Arunachal Pradesh,Public declare 12-hour bandh in Arunachal’s Itanagar over insufficient probe into APPSC scam - India Today - India Today,https://news.google.com/rss/articles/CBMi4gFBVV95cUxOcDl1QnpCZTdyazVZVHIyenluSWVYTGhCOVJjRTV5Vjd6TElyZjItOS1KOGo0cXYtUUVoVk5adWpleTBVTjlmRzl3TWFJUWNaWWZSVXd0YVYwSVpsc2VtSGNYZ2VPaUtmRm5CRzZDYVpxbTQ3UGlmeUN0SG9Qcndfb3h2V2JrYVNHc3JrVEZ4ZDFzV2Vaa3RYSkpyV19IRVhSX3BjN1pENXQ3dTg3STF2VDVTbFB3YUZXZHJyMllfdTAzbkM4SWhtaHE1amFUQzUxMXpMeUhjWnYtT1dfRk1Zcm9n0gHnAUFVX3lxTFAzVHFOUnl1SHRUSERiWW5JN21yRmczczNQc1ZqMlR5cHRDSndWUURDSHQta3REeHQ5SFBDRHVzdmFPa201RXlITzhtcXdfS09VWjV4TDQ4YlBTY01WdXdaenM4dDVsdUJkUDhSZHBxaFBZV05WWE1CS2UwOXdEdDk1UXd0QmJueTdiMXJ6XzFHSzRtVnl1dHV5RHlaTzRaUFh5UGxKY1N1R25uek5XcWllcVUwLWQ1X2RLTnhNLVp0LTV3MlQ3N3QwRGpWOHBQZ2FhRUNucFhKRWxZb1lpUi02LU10SERhaw?oc=5,India Today,"Fri, 17 Feb 2023 08:00:00 GMT",2026-06-14T19:58:04.947528,vishing,True,False,candidate,https://www.indiatoday.in/india/video/public-declare-12-hour-bandh-in-arunachals-itanagar-over-insufficient-probe-into-appsc-scam-2336014-2023-02-17
fraud phone call Arunachal Pradesh,Arunachal: APCC President Bosiram Siram Launches ‘Vote Chori’ Signature Campaign in Pasighat - Arunachal24,https://news.google.com/rss/articles/CBMiswFBVV95cUxQandabUVxMXpZa0V1akFEMU5yb0RzeDQ1RDdzZTYyYV90VWZvWmUwR01DQ3kzZ0Q5NzNRLUdpU1RCcER0ODRLb2VKNXhCdWJ3U3UwclUwd1BHSXNsUFZPZERXb2pFd3dsZnZ1QWdfTjRldFlhd0ZwVWx6YnhBRmN1dFR4OUlFSjFnT2RWaDJEZ1VnNUVmRHlPelVmT25PTDBHbVRjWVF4LUluVlN5TE9mb3gzOA?oc=5,Arunachal24,"Mon, 15 Sep 2025 07:00:00 GMT",2026-06-14T19:58:07.120188,vishing,True,False,candidate,https://arunachal24.in/arunachal-apcc-president-bosiram-siram-launches-vote-chori-signature-campaign-in-pasighat/
fake bank call Arunachal Pradesh,China releases more names to assert its Tibet-claim on Arunachal Pradesh - Tibetan Review,https://news.google.com/rss/articles/CBMipgFBVV95cUxNTFFJTU5rSUtSRjZ4M2FiUGo2UG5BNVZGU1h4TE5GVVFGU3o4V3lCZWRZQy1oclk1eXhLeGpxU2FoTnZhaXdhR2JNVlVMN1JYZ1JpaFlvajQ2MkZTWFlhYy1vTnNHNUNuUDM2UWwzdUFiRFNVbFNvb0JweG01ZWllQXpRVlZqQzBObUwzX1NtdVFiUVN1Nm05SFQ5RkVhaFJaVmtjRlJ3?oc=5,Tibetan Review,"Mon, 13 Apr 2026 07:00:00 GMT",2026-06-14T19:58:10.304188,vishing,True,False,candidate,https://www.tibetanreview.net/china-releases-more-names-to-assert-its-tibet-claim-on-arunachal-pradesh/
fake police call Arunachal Pradesh,Video of People Protesting in Arunachal Pradesh Shared With False Claim - The Quint,https://news.google.com/rss/articles/CBMirAFBVV95cUxPeVdvNF9JNG9McV9zTmgtcEpyelAzV3pQRzNEd0QyLTZXUmJmNktaZ2NZZTV1VS1rbGxOTEROMEhMcTVwUEVQRFhpbjcyeWZrVzZ1NUVCVnpRUjYzRUZieEY1eUlJSFAzQUFFSlNtbWxZNVBIa1NkMzlDTDdmdkNHSU9VcngwRGVqaXhJbnJtSjBTQ1VXb0lhWkgzdGpEVmt3dDEweDREZTF5UEZD0gG6AUFVX3lxTE5VUFhXM2JTZHdXOGpIaWhwVzd2VHZ6U09YbHpmRjZvd1p3dElIdHZRem5BVjVNdk1DOXBtTTR1WHVtNHRsSjFtUnYzTjNaSEdBOHUzWXdtWTcxYm1TOE9FWmNDc3MtRFRnZUJxWEZPaUNMZEVLcnJnTlh1aXdTWXhHdDF3czUzUExQdkNpZXYzbUhDdXF1THZzWDBwc2hyRzdsQU5yYTNPLVBjYWkyZjhEWEV3cGRiMDdPZw?oc=5,The Quint,"Fri, 22 May 2026 09:07:39 GMT",2026-06-14T19:58:12.138587,vishing,True,False,candidate,https://www.thequint.com/news/webqoof/video-of-people-protesting-in-arunachal-pradesh-false-claim-fact-check
fake police call Arunachal Pradesh,"Arunachal: Naharlagun Police Bust Fake Cash Racket, Recover Laptops, Bike - Arunachal24",https://news.google.com/rss/articles/CBMimgFBVV95cUxNRjBNeFRVRlVJMHNnN0dmcjMxaGYtQlFaaUxjbWgtNlNPNnZXaUdUaDl4b1ZSdHVYc0tHb0RrelZDWXJHdkdDWnRTZzRrbUJnd1BObU9lOEJSaS1vOUwwajZwZ1I1Y2NhbzU5alJPcjRldGotZHNZQzJCTk93d3NENVowTTRkQzhkVm43RFBPazF4ejdlZ2N1NWx3?oc=5,Arunachal24,"Sat, 06 Dec 2025 08:00:00 GMT",2026-06-14T19:58:12.138825,vishing,True,False,candidate,https://arunachal24.in/arunachal-naharlagun-police-bust-fake-cash-racket-recover-laptops-bike/
fake police call Arunachal Pradesh,Arunachal police arrest suspect in fake ILP racket in Tezpur - NENow.in,https://news.google.com/rss/articles/CBMitwFBVV95cUxPZkdmTnl4YmZSaDJtSV9oMXIyeHI2dm5YU2JRbTh2NnNWVDJPdHhSdGxYUDY0UUhVa1NRZTNwS1RhSFZiWTFFWjFBUmpWdXJBaUxxUEZNZm9kcDNlcFFQSnVsZU5PYXBCYlU0MWdsZDZFTm1jQjVLRm8tSkR2QlYxZlJHSTlLenJyYVlpeW5RWTFLMEVWY1FjY2JZcUNGTndUWVNwZTVGV25kYU5fLUxrV2wyNUxaRTDSAbcBQVVfeXFMTjF6ODBTLUZHVzV5OUtiam9iMllYZWliUWVMRm96ZFNqRkVRV0RWRnpVNUNldnhvb1E5OFlneUxBN0ZmV3BSaEx0RjdHM1F0RUNIZEFGbXRERHVuVGFMeEhpS21adllSVUk2VHlkUGN4cjlXVWZRSTMtNjdIUzZxbTZ6OC1wRE5ZOHA2Tkwzb2lVeEZWNGI0bXJmY2dwTnJIOEJpWnM0RGp1cE9zbEFTOFBhQ2Zoak9F?oc=5,NENow.in,"Sun, 08 Jun 2025 07:00:00 GMT",2026-06-14T19:58:12.139325,vishing,True,False,candidate,https://nenow.in/north-east-news/arunachal-pradesh/arunachal-police-arrest-suspect-in-fake-ilp-racket-in-tezpur.html
impersonation Arunachal Pradesh,Arunachal Pradesh Man Defrauded Of Rs 92 Lakh By Guwahati Resident - Northeast Today,https://news.google.com/rss/articles/CBMivgFBVV95cUxPRUJKZ1ltQWRzZEFfdGFvUVpPWEdVaURQTmVLbTF5S0YwM2ZpRlIyZG9MdTJLaGdCeHBoMXVJS1FNN3lGcG55M1JjT3NCVklNSEhRSTNKajltNFpPcDJoQnl3aXpvSTNLQjVNd0VJTG1pUWxFeFNBdEZJYU84b3JtYUJmNGotOHBOQV91anBUNHFTZnVLWjF0UkRBSlFEY0xrZTUyTGdQNVRwRlZEZHVPcWdZSWVUcFBmbXo3MVd3?oc=5,Northeast Today,"Sat, 05 Oct 2024 07:00:00 GMT",2026-06-14T19:58:18.072373,impersonation_identity_theft,True,False,candidate,https://northeasttoday.in/northeast/arunachal-pradesh/arunachal-pradesh-man-defrauded-of-rs-92-lakh-by-guwahati-resident/
impersonation Arunachal Pradesh,Arunachal Pradesh Tragedy: 2 Kerala Tourists Drown After Slipping Into Frozen Sela Lake In Tawang; Video Shows - Free Press Journal,https://news.google.com/rss/articles/CBMi_wFBVV95cUxNZzZCcE42UVMxTVFTTXJZYVRxSXBjeTNIYVMzc3NDQjdQODY0d0hBMFZVeW14QjNxcEw2cXlDaGdDaG5ab2MzUC1OZ0licTUyNGY3aXV1aUZZMFhZWVFWUjBScFFSeWNkOHZMVFVSUnh1a1E1UXVSZTJqdTJRM3N2cWJzWXBZWHk0MHJDVUtNOVdiUS1OVkpxMU1uX1kzeGJlRXRGM2J6bTBEZmxNQ2J5cmtoU3RoOVhZazJmdWwxRWotblFFNnpqQ0RyWEsxS2MxRktveXF2R2dpa1FfbUFSdFgxNmNFdUkwNU1feUFTTGh0cERlaHNxMDVjT1hXMUXSAYQCQVVfeXFMTkpCNXNiemVNRkdVQUIyOVhJdXVtRVhXMk5mRzJvcVh6QmRBbklxZFZFdG9XVTZBZXNYRkRHSnJiVlNxU2pMbDJjNENyX1dQQ0RiUzd2Q3pZOURZTFVrRmcxaGhReUtybnMzNFkwOHczSjJ3Wi1reTVhQS1KdXRhQlpVVlZ5V0NoWmhsRnhob2RpQ2VjdVo5MmY5OVc1akV2MUFCY3lIODBDZjRuWDNtVkFnSXRJTURCREdmUGx0bW4xRzJvTHVwX1d6ZFZHQmtjaUJwRE5jQmV4VmhvWXlJXzNFYXk1a1dQZ1hFQTdXdWl6S2RyVlRQVWpISlpsU2plU3pwWVA?oc=5,Free Press Journal,"Sat, 17 Jan 2026 08:00:00 GMT",2026-06-14T19:58:18.072486,impersonation_identity_theft,True,False,candidate,https://www.freepressjournal.in/india/arunachal-pradesh-tragedy-2-kerala-tourists-drown-after-slipping-into-frozen-sela-lake-in-tawang-video-shows-dramatic-rescue-efforts
identity theft Arunachal Pradesh,Three women from Arunachal Pradesh allege racial abuse - The Hindu,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOYkZEd3hSUUF0UnpaLUR0WG4yMllLV0tmd0pNMlZ3WHFqVkRxeG53WGJXdUo0SzFrUUJNRjZoRFVyV3ZmVjdYRDJxaEs4dU9FVnB6Sktkb2RmcFlmdndCNmYxMVVudEUzaGNLZk1OT3BsOTZMSUZzaW95MzNuUkZfQnhHd1NVQUlqUmw1R3drWllDSHVfazdja2dwU0dLQ2l5TVFRZG0teHE1MmlpOFBqdmUzdGdub2510gG_AUFVX3lxTFBVblNsWEgxbVRVM2ZPcmVEZm1iS2NERXlBUE5GbTV5bnR3Vkt2d09IbFB2dFhnYnhubGVMaUtTSlZTT2FxTnZyT1Zoa2JOdzhQdll2cE5UdFFYWDdwTlZyZkxDLWF0ckZFN0JSbm04S2ZTM1A5U05QUkVYMXdual9EU3RXSzBiRG41WHIySXh5NGhnZENxTnVLZ1BRT1dMYUlOQ01yNkJGcG0yR0tSM2tyTXNKMjczcTk5ckFxRUdj?oc=5,The Hindu,"Mon, 23 Feb 2026 08:00:00 GMT",2026-06-14T19:58:20.068036,impersonation_identity_theft,True,False,candidate,https://www.thehindu.com/news/cities/Delhi/three-women-from-arunachal-pradesh-allege-racial-abuse/article70663516.ece
identity theft Arunachal Pradesh,"Arunachal: Habitual mobile phone thief arrested, 20 stolen devices recovered in Itanagar - India Today NE",https://news.google.com/rss/articles/CBMi7gFBVV95cUxQb0JJaGJ4bmZqWk5Ea050dGZueG1Qb2g5S05lcjJBcU1BM3QwdUtJeHhVX0dDemxUaE05SlhJNzcwOVRqbzlZbUdkbk9mX2l1QmN3YU42RFJlUWJtYVBlQzdXYkI3ZVpFNVFaYWJvQ25jT0wxWnZpQWtHYjBrWndqaFU3RWhWRWc4RTdqMlg0dXJhZU9VNFNidFFsd3VVTzFWdkNsS2YzTjFtN1JzTmM2N3dSUHBDSjRpTXZ2TENoNERXVVFTd1V1Q01taU9WbmNoMTk5S00tVE5UaXd5VTZZdHpsbjIweFB0ZDh0QkhB0gHzAUFVX3lxTE9xdy11WTJUd0hEcjMyclZNRTJFSVAtc2hzUkp0bmRMVlVra3dXQm9BalhLcEZSTEZILVlFaVVlZ3djbGNMUWZnZHNCR2pyZGdGWFRncEN4UkMyZ0VSZTdxajlDTXNaa0RVa3UwUTl4ZmhNNzE1TUUxeUszeTAzSFA2bnNuQjJFZmpiVmxqc1kxYUNZZ09EaDN1bXhkQW9WbkowWlRkeDRWa0tia0hHTXQ5UE1lbW15Rzlvd3VQNUc4bUh5TTZuSHg4R3ZDZE9fdHRmQjV2VUZuU0tkZ0RuNkctS010MUxJckt2SW85Q2N6QWlpSQ?oc=5,India Today NE,"Thu, 09 Oct 2025 07:00:00 GMT",2026-06-14T19:58:20.068247,impersonation_identity_theft,True,False,candidate,https://www.indiatodayne.in/arunachal-pradesh/story/arunachal-habitual-mobile-phone-thief-arrested-20-stolen-devices-recovered-in-itanagar-1288465-2025-10-09
identity theft Arunachal Pradesh,"Between tribal, Christian and Buddhist beliefs, communities in Arunachal Pradesh try to protect their origins and practices - The Hindu",https://news.google.com/rss/articles/CBMihAJBVV95cUxNb0VoSTAtMTVhNEZMNExDd1BhQm9na3RQTkMxSC05aFNxNXh6cVhPNlVvWE1xSWZtTUFPRXYtWFh5MWdfSE8td1ZQT01zb2R1YUFPWlNJZThBM19VdHpWTFA3MUg3dmVBYzU4YWNrOEthaVI1X2M1WjRlcmRfQ1hkQ1BpT0xYazVVcTdyakhzQkhWUERDZTdPUTRHVm1ld1Q5eEc2c1JWcVBhZTZiSWthOFBYOGM5NjIwSEFlcjNGZVVFQmE1UkNwaDN3c2ZIODBQRjEtekYyR2RVZDZsVFdseWdONDgyVmNzdXU0T3RhRjJoQ1BtSG5kUVl4UlFUUko3Y19WX9IBiwJBVV95cUxQV0NublU4cGxFSkxwdWNKMXV0eUVUdTdBWVNpdXZXWWZvem5JbldTby0yS3RsT1NqMUdaemhVWE1QR0R3ZERMbmlybzFtdEZLZDl2ckNoQnhmajVOVzFIeERHZ3oyS2xYakVfQkg5eTFPc2dVbnpablc1WEt0OFZjamdPMFNxcjItazFaWk03cVM1Y0R4OU9Ua2Jla2hDZWVxaXExNUg3ellfSWRSblY0Z3lCUXNVeDFpUnJDWU5QU0FhbUxlMzNzbWtvNHI1eTZPVkMwM2huTDN6ZHdrbVNJWUNFZVRWZmxpNWl3MlRnVkRQWHJKVThqUExYSjFZcHdMWFRaX0Vid2ExZE0?oc=5,The Hindu,"Sat, 12 Jun 2021 07:00:00 GMT",2026-06-14T19:58:20.068326,impersonation_identity_theft,True,False,candidate,https://www.thehindu.com/society/between-tribal-christian-and-buddhist-beliefs-communities-in-arunachal-pradesh-try-to-protect-their-origins-and-practices/article34787176.ece
identity theft Arunachal Pradesh,Salman Khan goes cycling in Arunachal Pradesh - Gulf News,https://news.google.com/rss/articles/CBMiowFBVV95cUxQYnkzU2lDOVFVU0licFVkaVVJbEJJOVhSdGNLQlpxcEtxTVhmd0FOUjJiSmpXWDVUMW9oeGQ3V0tpdDdPUDlsVnp0RmVlc0p5cGZCMXpFUXlVdENRQ19vOW4wLUlWSEFNUm5nSGIyQjVObE92Qm5pUGFKTTQ4SF8zVmx2ZzRFb0tkU3N3a3pvOXBKWlpzdnZiRGpUZW9hdUdVX2NB0gG2AUFVX3lxTE1QZUpkM1BwVFRXTzY1WG1XXzl3Z0pyR0dMRmk2YXZ2dEQ2TnFOSDZEeEVTWms0Y3V1RnczR2NweWltNGY0R1dja2JBT1o0S0NybGlhS2s5X1E3ekFkaFF4am80SkZFSEJmN08wMkdEZHBLTzNoN3RtbVNZUk1JVW1VYXBJMXpRUzVqLThoN19zX0t4a1ZRODlJTUdEQXo0dHptRmZUbTBmazdnX0tKMjNpZkVxbmxB?oc=5,Gulf News,"Sat, 24 Nov 2018 08:00:00 GMT",2026-06-14T19:58:20.068424,impersonation_identity_theft,True,False,candidate,https://gulfnews.com/entertainment/bollywood/salman-khan-goes-cycling-in-arunachal-pradesh-1.60544864
fake identity Arunachal Pradesh,Arunachal Pradesh constitutes high-powered committee to address illegal infiltration - India Today NE,https://news.google.com/rss/articles/CBMi6wFBVV95cUxQcjlKOV8wd0JROFBMVzFXcWhudkRUVGRSclhMQ2VFdFJUQUJub2pDdEV4VWlSNkdlcXd6WkR2WHlNTWJDZFB6bVRhU3FFR3JzaV9WR3dqajhJX0s3bHZXaXZSbVNFN2tyLVN3dGF0Q0RkUHBHQlNRN2VhbkEtUmF6d2p0QmtXSkdUN2haN2pjcHkwdGlSNWp4ampzb1puWUNpZlVKTXNwcGdZa3VxVU9nWTYtOHRaU3k5R2NlNDJqWF9rS1k2ZFdKa2pEMlpsZ1JOQXMtbmJ3eHJzaGhaWGtTMTkyM1U0T1FfbjQw0gHwAUFVX3lxTE4teldYaEE3dHhXYjB3cDBaMVBkTlFjcFB4bHEyTTUtbDV4dFVMLUllQkEzRWtSb29Ya3lhSUFNckFpSlliUDZZQUdRVUhUNTdCZlNGZXRLWm1YZVJjMy12UnBWR1BEUnBWd2RCLU9MMmg2Vm9Ta1loQjB2VWdkWENwVjBIbTVsRVEyWlJQc011MzVKZEszaUJ1cE5KTmE1LTBIYnlpVDZMUXFFNVJ2SzFIT3F0U1Zpekt6NnNxOXFyRl9XRklwR1otN04tOHJVNWVBMVBsY0phS3QySUpLUDEteXllVE9kNGtJOTNucWR3cQ?oc=5,India Today NE,"Fri, 05 Jun 2026 03:54:49 GMT",2026-06-14T19:58:22.318889,impersonation_identity_theft,True,False,candidate,https://www.indiatodayne.in/arunachal-pradesh/story/arunachal-pradesh-constitutes-high-powered-committee-to-address-illegal-infiltration-1402952-2026-06-05
fake identity Arunachal Pradesh,Arunachal Pradesh: Massive outrage by locals as illegal settlers have constructed 12 mosques in capital city area - organiser.org,https://news.google.com/rss/articles/CBMi8gFBVV95cUxNOHo4Q2xiV2YtbHNfMFNzZ2Jyc2RYcjl2Nldua19MZFJ2aEY3TXBqdHEyQno4R1hScDMtbktDVldTYl9fSFo1TEtGTlU3QUdkZnltTDR0d0pfUGxCRWpla2tzQjk4Y0lsR01pVGhmNmRkLXZhZml2VWhoMUYwcG03bUI1WnpkSEEzMWw3akZDcmRPNnh2NUE2cjZjVWl0NTY5WE1VYWRGT0ZJdTFTSTBNQTVqbUNhQUxRWUZEcEVqcDNyNWdyT0ZwZWNadFZlVnNpcGRsV2R6djhHRnJNbTcwczNqMjVGdzdMMEY2U2k1dkpkZ9IB9wFBVV95cUxNWHR5TXFySV84T2p5eVdKRGpNNU94dnFHbFI0ZHlfb0o1aWdFNlN0UUsxOXNjVWx5VXItZTlrYk9tSzRpc2UwMm1xS0JjOEp1ek5LZW1fUVIxRzY3cVg5VzM2TkYxY1RzakV5R05DWXhqY1VsMVZ2UHRPa3E3Tm5ZTmtiYTRfTi1CNDduYVh1N0s1TVVnX0xoU2ZQMVBOZ0hfS3NXYzROYjQ2Q0xGQURhQWRtclhKYjZVZndwUnNDWldPSk8yNmY1d21RWjhIZ1lJaUJNVjZfSVVncjctNW45RWVQVWkyT3Q5dGU2eGJqUUxBcHhTZlVz?oc=5,organiser.org,"Fri, 28 Nov 2025 08:00:00 GMT",2026-06-14T19:58:22.319006,impersonation_identity_theft,True,False,candidate,https://organiser.org/2025/11/28/327889/bharat/arunachal-pradesh-massive-outrage-by-locals-as-illegal-settlers-have-constructed-12-mosques-in-capital-city-area/
fake identity Arunachal Pradesh,Was Christian occult cult behind Arya Nair from Kerala’s death in Arunachal Pradesh - HinduPost,https://news.google.com/rss/articles/CBMiswFBVV95cUxNMU5qVUFaaHJsZ2FfVWFoTVlmZ0RyMzAwbmV1dVI1SGFJSE1Fa0ozVGZsS0s3MUxUQUFtQjRIYkxTT0RqbFVsQjJ6RENQX2VvbUFDZy1Sb3R4c0FTWDNubWVqbU9CaTNWazhtc0NqRlU1SlR3NXNmdkZsRXMxX1llcFNIalA0dUZ3Z1h0LS1PZy1kYVFkNmhkSXhBczJWVjZOUEJRbDJienI1Skh5d1NieUR5VQ?oc=5,HinduPost,"Thu, 11 Apr 2024 07:00:00 GMT",2026-06-14T19:58:22.319118,impersonation_identity_theft,True,False,candidate,https://hindupost.in/featured/was-christian-occult-cult-behind-arya-nair-from-keralas-death-in-arunachal-pradesh/
fake identity Arunachal Pradesh,"Arunachal Pradesh govt forms four panels on ILP, infiltration & tribal rights - Dailyhunt",https://news.google.com/rss/articles/CBMi9wFBVV95cUxNNGpKMUxzWGc1VEt0a284VUlIaDJoYTFDNUhDcjBFZHFEWGgxYWtvYVpLc1ppOVVqWVZmcnRrWmZMSjJIeldGQzR2NXFXbVplci0wZlhBUTFKY0Q1RkRHMlpyaG41QThjSDk2bDExS09FS0VOcm4tQURLUlBuTjFSOWJhQkJ4UlJXQkF3SW1lUVVkZFZmUkdvVklRR3lVNC1qcGhjX2F0Wi1fMlk2RUJneHRFV2s0SXBUcWlpakNqM3RQX0ZQdmZtSUhzQnNrTUVFN0VTNmZmTV9Jc1VSa0ZPcTZ4QWhOQkhVRzlXWS1URDhSM09CWUVR?oc=5,Dailyhunt,"Sat, 06 Jun 2026 13:50:48 GMT",2026-06-14T19:58:22.319425,impersonation_identity_theft,True,False,candidate,https://m.dailyhunt.in/news/india/english/north+east+news-epaper-nenews/arunachal+pradesh+govt+forms+four+panels+on+ilp+infiltration+tribal+rights-newsid-n715218233
identity fraud Arunachal Pradesh,Inner Line Permit and the anxiety of survival in Arunachal Pradesh - The Borderlens,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQUW9FTG9fMXVidG1ZOG9ObGk2UTVodDhOcXFtQ1BOQ1VVcmdSUi1PblRXS2g5bjVTa2FsS1JkRjNtYWptakVaMGQ0Tkd1QVVKbTg3ZkVtSEozNzEySy1HTnNqZ1dGOFMtbnFhTVBmVVhVOUtWdGYteUFxdy1DVV9STkZBLU9YVFFBS2h0bTJ4SlVyMm9PSkhsVEVWR283OXNyQmlwVi1wcVA?oc=5,The Borderlens,"Fri, 22 May 2026 07:00:00 GMT",2026-06-14T19:58:24.517646,impersonation_identity_theft,True,False,candidate,https://www.borderlens.com/2026/05/22/inner-line-permit-and-the-anxiety-of-survival-in-arunachal-pradesh/
fake profile Arunachal Pradesh,Chinese Military Build-up Near Arunachal Pradesh? Unrelated Video Viral | BOOM - BOOM Fact Check,https://news.google.com/rss/articles/CBMi7gFBVV95cUxPVXZ2UTFnNDB3NnExdjJpQWRXclRkaTE4eWhfcm1OVmotRHNKYklSZEFUem83ZDZ4THI4Wm1FOUZuMVQ4N2Nuc3NfTkRFWmZqUFFzNUpyRW9wNUlGeU9lN3dtMVRUNDhxWXhLeU9ndmw4NThDRTMtb2lJSVZzMko0NndEUnl0MGdha0NyandyQUNpTU9Cc3lsVTlSVk9CUDg1Y3I0ZlpMQlk1Z3phU1FTeDNHaWZyRFRwVHBXVWF1UkNXM19DYTRlOTAzbjlxaUpfRXMtUmxHX1VqRmhxclg0QjVJalFyeHdRZ3B3cUNR0gHzAUFVX3lxTE9VMDBlS3ctQTZMVktBdFF6U3VXVS16al9yZDFFMGU2dmhsNGsxWWFHcTlLRG41M3F3dGpfQmtUZDAtaTVKeVdJZUh5Tjg0YVIzalZIWlhjSVlzSVF0WXhxcHk5aDFXQjVSQVdvMjVfM3BRc2tiY0ozY09EUlRLeUhmS2ZjelVvOG9hUWhDZWY5MENrU0Y0THdqdnpYNUdkZGstRXNnVTEwYmJhZVlmUl9UakFmRWVBc0NCbHlHdVo1aG51T2hwWXFGTnhSLUVxNkJMZ21XbUFucE1saDlCb3NoeExoSlZPVTJkdXE0YWwtOGtRbw?oc=5,BOOM Fact Check,"Fri, 12 Dec 2025 08:00:00 GMT",2026-06-14T19:58:28.663371,impersonation_identity_theft,True,False,candidate,https://www.boomlive.in/fact-check/fake-news-pla-military-build-up-arunachal-pradesh-old-video-pla-drill-nothern-theater-command-ground-force-facthceck-30231
fake profile Arunachal Pradesh,Arunachal Pradesh CM hails MMA fighter Sonam Zomba after her title defence at MFN 18 - lokmattimes.com,https://news.google.com/rss/articles/CBMixAFBVV95cUxNX0FzbG1YSmJIdmRId3hReE9NUmE4ZGxPYlRZMVdjOVNwSFN4LXp6OXA3MUF4TmhIN2tzRkFrRnp0T05JNmRCMFlzdGlsN2htT3lldlNnZ1BNd01TYk95VlVQcFYyVktieEJyNy1IeTJmLVN0ajJ6VVR1alQ4OU02SklZdkZuNDdreEdOZU9aVmxrWHhVbHhwMkdKQngwMWVVc2FITHV3d2FBYUEyalVQeGdySGg2MU50emh6VGpiVXlkTUli?oc=5,lokmattimes.com,"Sun, 03 May 2026 07:00:00 GMT",2026-06-14T19:58:28.663572,impersonation_identity_theft,True,False,candidate,https://www.lokmattimes.com/other-sports/arunachal-pradesh-cm-hails-mma-fighter-sonam-zomba-after-her-title-defence-at-mfn-18/
fake account Arunachal Pradesh,This Video Doesn’t Show China’s Massive Build up Near Arunachal Pradesh - The Quint,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPR1lQc19BZzVtUjZyS2VmUmFRaDNTNWRXZTdjdE1aSnZVNjVKM256YUdUN1pIM01fbGY1eXpNdlRlUTN6MTI5WngwZGJkTjVLeHY3bzBYYXZ1N0Q0RTBRaHFJV1VTWHh0ZmZwOHFWOGFJRkxIOXJqRTJOS3RPaExKTzRnaXh0SkVDRUxPemkxZkJJUUljQTB5bDhuOXNYSndZOGw4czdiY1QyRmgzaWJIdFFRVzJRVkU3WTQw0gHIAUFVX3lxTE9FQ2FLemdwcDRVc0MyQWVwTFhvUmUycGs5MWUzVFc1QzhnV2ZJbHAxS0VjbzVLak00RTNoQng1WVVxeVBsQlcyb09TVHVDamFRWWFLbVZuUEdNUFF0SmVBUDhzMHRvekNRN3M0cTd1TThqZDREaC1EYTlLYlhRN3Z0dFBQNzRNMUt3Ym5waC1qelFCZ3EydEUwdE4wRXNLZkYtVUNjYzhySnlfYjk2TmYyUHVuM3RWdHhiMGdTMnNXbVZPNThGWUxp?oc=5,The Quint,"Mon, 15 Dec 2025 08:00:00 GMT",2026-06-14T19:58:30.802516,impersonation_identity_theft,True,False,candidate,https://www.thequint.com/news/webqoof/china-starting-massive-military-build-up-arunachal-pradesh-viral-video-fact-check
